,sleepSummaryId,calendarDate,timezoneOffsetInMs,unixTimestampInMs,isoDate,durationInMs,unmeasurableSleepDurationInMs,deepSleepDurationInMs,lightSleepDurationInMs,remSleepDurationInMs,awakeDurationInMs,overallSleepQualifier,overallSleepScore,validation
388,x35bda69-66aff0f8-6e64,2024-08-05,7200000,1722806520000,2024-08-04 23:22:00,28260000,0,5880000,13980000,8400000,180000,,-1,ENHANCED_FINAL
389,x35bda69-66b14854-7080,2024-08-06,7200000,1722894420000,2024-08-05 23:47:00,28800000,1320000,3360000,16020000,8100000,120000,,-1,ENHANCED_FINAL
390,x35bda69-66b28cb4-74f4,2024-08-07,7200000,1722977460000,2024-08-06 22:51:00,29940000,0,3120000,21120000,5700000,180000,,-1,ENHANCED_FINAL
391,x35bda69-66b3e8fc-6bd0,2024-08-08,7200000,1723066620000,2024-08-07 23:37:00,27600000,0,6720000,16560000,4320000,0,,-1,ENHANCED_FINAL
392,x35bda69-66b53518-65b8,2024-08-09,7200000,1723151640000,2024-08-08 23:14:00,26040000,0,6060000,15540000,4440000,120000,,-1,ENHANCED_FINAL
393,x35bda69-66b68800-648c,2024-08-10,7200000,1723238400000,2024-08-09 23:20:00,25740000,0,2220000,16680000,6840000,960000,,-1,ENHANCED_FINAL
394,x35bda69-66b7cb34-8d90,2024-08-11,7200000,1723321140000,2024-08-10 22:19:00,36240000,0,0,21060000,15180000,240000,,-1,ENHANCED_FINAL
395,x35bda69-66b93d48-5c1c,2024-08-12,7200000,1723415880000,2024-08-12 00:38:00,23580000,0,2040000,16980000,4560000,660000,,-1,ENHANCED_TENTATIVE
396,x35bda69-66ba8748-6414,2024-08-13,7200000,1723500360000,2024-08-13 00:06:00,25620000,0,4980000,16020000,4620000,120000,,-1,ENHANCED_TENTATIVE
397,x35bda69-66bbd490-7404,2024-08-14,7200000,1723585680000,2024-08-13 23:48:00,29700000,0,4020000,18300000,7380000,0,,-1,ENHANCED_FINAL
398,x35bda69-66bd2ca0-76d4,2024-08-15,7200000,1723673760000,2024-08-15 00:16:00,30420000,0,6960000,13740000,9720000,120000,,-1,ENHANCED_TENTATIVE
399,x35bda69-66be80f0-6798,2024-08-16,7200000,1723760880000,2024-08-16 00:28:00,26520000,0,7080000,14400000,5040000,240000,,-1,ENHANCED_FINAL
400,x35bda69-66bfcb2c-3ffc,2024-08-17,7200000,1723845420000,2024-08-16 23:57:00,16380000,0,4080000,9840000,2460000,60000,,-1,ENHANCED_FINAL
401,x35bda69-66c0f330-8d18,2024-08-18,7200000,1723921200000,2024-08-17 21:00:00,36120000,0,7320000,20340000,8460000,60000,,-1,ENHANCED_FINAL
402,x35bda69-66c26e68-70bc,2024-08-19,7200000,1724018280000,2024-08-18 23:58:00,28860000,0,4740000,15420000,8700000,120000,,-1,ENHANCED_FINAL
403,x35bda69-66c3be08-6798,2024-08-20,7200000,1724104200000,2024-08-19 23:50:00,26520000,0,840000,15180000,10500000,60000,,-1,ENHANCED_FINAL
404,x35bda69-66c50c40-774c,2024-08-21,7200000,1724189760000,2024-08-20 23:36:00,30540000,0,4260000,20580000,5700000,300000,,-1,ENHANCED_FINAL
405,x35bda69-66c65c94-6cfc,2024-08-22,7200000,1724275860000,2024-08-21 23:31:00,27900000,0,120000,22380000,5400000,300000,,-1,ENHANCED_FINAL
406,x35bda69-66c7b288-6d38,2024-08-23,7200000,1724363400000,2024-08-22 23:50:00,27960000,0,1140000,19620000,7200000,180000,,-1,ENHANCED_FINAL
407,x35bda69-66c90750-61f8,2024-08-24,7200000,1724450640000,2024-08-24 00:04:00,25080000,0,5940000,17940000,1200000,600000,,-1,ENHANCED_FINAL
408,x35bda69-66ca545c-7698,2024-08-25,7200000,1724535900000,2024-08-24 23:45:00,30360000,0,3180000,21300000,5880000,240000,,-1,ENHANCED_FINAL
409,x35bda69-66cbb428-5370,2024-08-26,7200000,1724625960000,2024-08-26 00:46:00,21360000,0,2520000,16020000,2820000,300000,,-1,ENHANCED_FINAL
410,x35bda69-66ccd6c8-8688,2024-08-27,7200000,1724700360000,2024-08-26 21:26:00,34440000,0,6840000,21480000,6120000,180000,,-1,ENHANCED_FINAL
411,x35bda69-66ce4eb8-5d84,2024-08-28,7200000,1724796600000,2024-08-28 00:10:00,23940000,0,4740000,15000000,4200000,120000,,-1,ENHANCED_FINAL
412,x35bda69-66cf9e1c-5ba4,2024-08-29,7200000,1724882460000,2024-08-29 00:01:00,23460000,0,4200000,16260000,3000000,360000,,-1,ENHANCED_FINAL
413,x35bda69-66d0ec18-666c,2024-08-30,7200000,1724967960000,2024-08-29 23:46:00,26220000,0,5580000,17280000,3360000,240000,,-1,ENHANCED_TENTATIVE
414,x35bda69-66d24428-69b4,2024-08-31,7200000,1725056040000,2024-08-31 00:14:00,27060000,0,7920000,13860000,5280000,0,,-1,ENHANCED_FINAL
415,x35bda69-66d38234-72d8,2024-09-01,7200000,1725137460000,2024-08-31 22:51:00,29400000,0,3360000,20700000,5340000,300000,,-1,ENHANCED_TENTATIVE
416,x35bda69-66d4eee4-5dfc,2024-09-02,7200000,1725230820000,2024-09-02 00:47:00,24060000,0,4860000,14700000,4500000,300000,,-1,ENHANCED_TENTATIVE
417,x35bda69-66d63614-6108,2024-09-03,7200000,1725314580000,2024-09-03 00:03:00,24840000,0,3300000,17700000,3840000,240000,,-1,ENHANCED_TENTATIVE
